"CC_TRANSACTION_NUM_PK","CC_TRANSACTION_CHAR_PK","CC_TRANSACTION_CDATE","CREDITCARD_NUM","TRANSACTION_DATE","TRANSACTION_TYPE","TRANSACTION_AMOUNT"
2313,"4240019A2E445836E055000000000001",26-NOV-16 18:22:31,"5400037648580481",22-NOV-16 02.13.58.110000000 AM,"Authorization with Auto Capture",140.85
2314,"4240019A2E455836E055000000000001",26-NOV-16 18:22:31,"5018735782456908",14-OCT-16 10.56.40.380000000 PM,"Authorization Only",16.61
2315,"4240019A2E465836E055000000000001",26-NOV-16 18:22:31,"5018579883300838",21-OCT-16 07.54.25.195000000 PM,"Authorization with Auto Capture",155.52
2316,"4240019A2E475836E055000000000001",26-NOV-16 18:22:31,"677291517",25-OCT-16 05.23.06.256000000 AM,"Authorization with Auto Capture",83.57
2317,"4240019A2E485836E055000000000001",26-NOV-16 18:22:31,"345108331418028",16-OCT-16 05.47.55.925000000 AM,"Authorization with Auto Capture",76.6
2318,"4240019A2E495836E055000000000001",26-NOV-16 18:22:31,"5018592813823185",02-NOV-16 10.15.19.814000000 PM,"Authorization with Auto Capture",85.24
2319,"4240019A2E4A5836E055000000000001",26-NOV-16 18:22:31,"6334800307671549",26-NOV-16 03.13.22.807000000 PM,"Authorization with Auto Capture",160.51
2320,"4240019A2E4B5836E055000000000001",26-NOV-16 18:22:31,"6334337560692266",07-OCT-16 04.44.08.920000000 PM,"Authorization with Auto Capture",993.4
2321,"4240019A2E4C5836E055000000000001",26-NOV-16 18:22:31,"4822305505716564",20-NOV-16 08.04.43.198000000 PM,"Authorization with Auto Capture",117.23
2322,"4240019A2E4D5836E055000000000001",26-NOV-16 18:22:31,"5171265670567125",22-OCT-16 08.54.12.205000000 AM,"Authorization with Auto Capture",1111.18
2323,"4240019A2E4E5836E055000000000001",26-NOV-16 18:22:31,"6304260685503568",24-OCT-16 01.16.49.439000000 PM,"Authorization with Auto Capture",939.63
2324,"4240019A2E4F5836E055000000000001",26-NOV-16 18:22:31,"344298444130727",05-OCT-16 08.02.54.188000000 AM,"Authorization with Auto Capture",83.58
2325,"4240019A2E505836E055000000000001",26-NOV-16 18:22:31,"4903892370098824",03-OCT-16 07.34.55.270000000 AM,"Authorization with Auto Capture",166.62
2326,"4240019A2E515836E055000000000001",26-NOV-16 18:22:31,"6304315208722842",23-OCT-16 10.26.23.978000000 AM,"Authorization with Auto Capture",75.04
2327,"4240019A2E525836E055000000000001",26-NOV-16 18:22:31,"5018376301847797",07-OCT-16 06.34.16.195000000 AM,"Authorization with Auto Capture",59.32
2328,"4240019A2E535836E055000000000001",26-NOV-16 18:22:31,"3528384651253235",20-OCT-16 06.54.22.498000000 AM,"Offline Sale",60.38
2329,"4240019A2E545836E055000000000001",26-NOV-16 18:22:31,"6304653662346647",08-NOV-16 10.16.36.264000000 AM,"Authorization with Auto Capture",155.42
2330,"4240019A2E555836E055000000000001",26-NOV-16 18:22:31,"6011141613318812",05-NOV-16 09.51.35.920000000 PM,"Authorization with Auto Capture",169.18
2331,"4240019A2E565836E055000000000001",26-NOV-16 18:22:31,"4388821585397238",09-NOV-16 05.22.49.340000000 AM,"Offline Sale",1100.19
2332,"4240019A2E575836E055000000000001",26-NOV-16 18:22:31,"30002817922925",18-NOV-16 05.50.27.892000000 AM,"Authorization with Auto Capture",18.58
2333,"4240019A2E585836E055000000000001",26-NOV-16 18:22:31,"6304121975803581",08-NOV-16 07.34.10.790000000 PM,"Authorization with Auto Capture",25.85
2334,"4240019A2E595836E055000000000001",26-NOV-16 18:22:31,"2771029",02-NOV-16 03.13.00.941000000 PM,"Authorization with Auto Capture",1951.95
2335,"4240019A2E5A5836E055000000000001",26-NOV-16 18:22:31,"36721955246710",03-OCT-16 06.54.59.175000000 PM,"Prior Authorization Capture",2362.16
2336,"4240019A2E5B5836E055000000000001",26-NOV-16 18:22:31,"6371978013688945",15-NOV-16 07.37.27.579000000 AM,"Authorization with Auto Capture",112.75
2337,"4240019A2E5C5836E055000000000001",26-NOV-16 18:22:31,"6011496408348350",06-OCT-16 09.11.08.329000000 PM,"Authorization with Auto Capture",82.12
2338,"4240019A2E5D5836E055000000000001",26-NOV-16 18:22:31,"6011934354753800",29-OCT-16 10.32.46.472000000 PM,"Authorization with Auto Capture",19.76
2339,"4240019A2E5E5836E055000000000001",26-NOV-16 18:22:31,"5018457490861570",08-OCT-16 07.46.29.766000000 PM,"Authorization with Auto Capture",2357.26
2340,"4240019A2E5F5836E055000000000001",26-NOV-16 18:22:31,"5018916663768892",11-NOV-16 10.26.07.938000000 AM,"Authorization with Auto Capture",131.7
2341,"4240019A2E605836E055000000000001",26-NOV-16 18:22:31,"6011896432311075",13-OCT-16 05.44.40.758000000 PM,"Authorization with Auto Capture",58.47
2342,"4240019A2E615836E055000000000001",26-NOV-16 18:22:31,"5018276976913867",01-NOV-16 08.02.24.908000000 PM,"Authorization with Auto Capture",169.6
2343,"4240019A2E625836E055000000000001",26-NOV-16 18:22:31,"201415112614899",24-NOV-16 10.06.17.280000000 AM,"Authorization with Auto Capture",1949.59
2344,"4240019A2E635836E055000000000001",26-NOV-16 18:22:31,"5131141634444235",15-NOV-16 07.04.49.670000000 PM,"Authorization with Auto Capture",108.58
2345,"4240019A2E645836E055000000000001",26-NOV-16 18:22:31,"6263173639135772",04-NOV-16 12.48.05.311000000 PM,"Authorization with Auto Capture",95.81
2346,"4240019A2E655836E055000000000001",26-NOV-16 18:22:31,"201421323380426",10-NOV-16 04.21.35.791000000 PM,"Authorization Only",367.99
2347,"4240019A2E665836E055000000000001",26-NOV-16 18:22:31,"5446388357138447",02-NOV-16 05.57.32.639000000 AM,"Authorization with Auto Capture",35.77
2348,"4240019A2E675836E055000000000001",26-NOV-16 18:22:31,"6296370448250072",15-OCT-16 05.51.50.740000000 AM,"Authorization with Auto Capture",78.24
2349,"4240019A2E685836E055000000000001",26-NOV-16 18:22:31,"4314722444668806",30-OCT-16 09.26.12.779000000 PM,"Authorization with Auto Capture",86.55
2350,"4240019A2E695836E055000000000001",26-NOV-16 18:22:31,"4903338450277428",08-NOV-16 01.11.41.961000000 PM,"Authorization with Auto Capture",2235.4
2351,"4240019A2E6A5836E055000000000001",26-NOV-16 18:22:31,"6334273981831573",21-NOV-16 11.40.13.342000000 AM,"Authorization with Auto Capture",105.68
2352,"4240019A2E6B5836E055000000000001",26-NOV-16 18:22:31,"4981547672666385",13-OCT-16 10.19.32.129000000 AM,"Authorization with Auto Capture",70.35
2353,"4240019A2E6C5836E055000000000001",26-NOV-16 18:22:31,"4026757117853362",24-NOV-16 03.59.46.164000000 AM,"Authorization with Auto Capture",62.88
2354,"4240019A2E6D5836E055000000000001",26-NOV-16 18:22:31,"201481582112964",17-OCT-16 09.20.40.853000000 PM,"Authorization Only",878.99
2355,"4240019A2E6E5836E055000000000001",26-NOV-16 18:22:31,"5610455324662724",13-OCT-16 02.11.13.950000000 AM,"Authorization with Auto Capture",18.93
2356,"4240019A2E6F5836E055000000000001",26-NOV-16 18:22:31,"4903268509752874",10-OCT-16 01.33.52.274000000 AM,"Authorization with Auto Capture",16.49
2357,"4240019A2E705836E055000000000001",26-NOV-16 18:22:31,"341561351075631",10-NOV-16 10.00.51.497000000 PM,"Offline Sale",88.33
2358,"4240019A2E715836E055000000000001",26-NOV-16 18:22:31,"5439941483138720",30-OCT-16 01.04.50.177000000 PM,"Authorization Only",109.93
2359,"4240019A2E725836E055000000000001",26-NOV-16 18:22:31,"36043348331422",10-NOV-16 10.07.06.473000000 AM,"Authorization with Auto Capture",52.5
2360,"4240019A2E735836E055000000000001",26-NOV-16 18:22:31,"5135166990644371",08-OCT-16 03.11.47.840000000 PM,"Authorization Only",1211.78
2361,"4240019A2E745836E055000000000001",26-NOV-16 18:22:31,"6304165262187116",12-OCT-16 10.02.46.459000000 PM,"Authorization with Auto Capture",1794.64
2362,"4240019A2E755836E055000000000001",26-NOV-16 18:22:31,"138533624269326",13-NOV-16 12.31.23.700000000 PM,"Authorization with Auto Capture",57.65
2363,"4240019A2E765836E055000000000001",26-NOV-16 18:22:31,"6376606816451509",11-OCT-16 11.43.05.385000000 PM,"Authorization with Auto Capture",162.14
2364,"4240019A2E775836E055000000000001",26-NOV-16 18:22:31,"3528392052859557",25-OCT-16 10.49.43.725000000 PM,"Authorization with Auto Capture",26.86
2365,"4240019A2E785836E055000000000001",26-NOV-16 18:22:31,"6011342675317769",09-OCT-16 02.56.13.373000000 AM,"Authorization with Auto Capture",106.94
2366,"4240019A2E795836E055000000000001",26-NOV-16 18:22:31,"201463274675723",16-NOV-16 12.32.52.388000000 AM,"Authorization with Auto Capture",110.39
2367,"4240019A2E7A5836E055000000000001",26-NOV-16 18:22:31,"6011623712741576",07-OCT-16 04.14.31.820000000 PM,"Authorization with Auto Capture",131.77
2368,"4240019A2E7B5836E055000000000001",26-NOV-16 18:22:31,"36285145594372",15-OCT-16 09.32.51.727000000 AM,"Authorization with Auto Capture",101.73
2369,"4240019A2E7C5836E055000000000001",26-NOV-16 18:22:31,"5112856973582237",22-OCT-16 04.18.42.932000000 AM,"Authorization with Auto Capture",46.14
2370,"4240019A2E7D5836E055000000000001",26-NOV-16 18:22:31,"4759846185142125",25-OCT-16 05.30.13.280000000 PM,"Authorization with Auto Capture",104.28
2371,"4240019A2E7E5836E055000000000001",26-NOV-16 18:22:31,"4903564575877309",07-NOV-16 03.54.38.418000000 AM,"Authorization with Auto Capture",64.75
2372,"4240019A2E7F5836E055000000000001",26-NOV-16 18:22:31,"4903902131345161",11-NOV-16 03.45.19.894000000 PM,"Authorization with Auto Capture",135.54
2373,"4240019A2E805836E055000000000001",26-NOV-16 18:22:31,"6222738631958775",03-NOV-16 11.27.56.438000000 PM,"Authorization with Auto Capture",17.6
2374,"4240019A2E815836E055000000000001",26-NOV-16 18:22:31,"3528947462151648",18-NOV-16 04.20.57.452000000 AM,"Authorization Only",25.44
2375,"4240019A2E825836E055000000000001",26-NOV-16 18:22:31,"6304462233276264",16-NOV-16 11.24.38.410000000 PM,"Authorization with Auto Capture",164.77
2376,"4240019A2E835836E055000000000001",26-NOV-16 18:22:31,"5018474888866423",05-NOV-16 06.55.02.778000000 PM,"Authorization with Auto Capture",55.51
2377,"4240019A2E845836E055000000000001",26-NOV-16 18:22:31,"30078173278150",16-NOV-16 03.09.12.740000000 AM,"Authorization with Auto Capture",148.54
2378,"4240019A2E855836E055000000000001",26-NOV-16 18:22:31,"6011465502375467",17-NOV-16 07.09.38.763000000 PM,"Authorization Only",23.2
2379,"4240019A2E865836E055000000000001",26-NOV-16 18:22:31,"6011738387361196",27-OCT-16 06.11.10.714000000 AM,"Authorization with Auto Capture",114.98
2380,"4240019A2E875836E055000000000001",26-NOV-16 18:22:31,"6216778238657202",10-OCT-16 06.29.55.451000000 PM,"Authorization with Auto Capture",944.98
2381,"4240019A2E885836E055000000000001",26-NOV-16 18:22:31,"4903898835311515",05-NOV-16 06.57.13.897000000 PM,"Authorization with Auto Capture",618.26
2382,"4240019A2E895836E055000000000001",26-NOV-16 18:22:31,"5018116114408864",07-NOV-16 06.37.04.781000000 PM,"Authorization with Auto Capture",60.75
2383,"4240019A2E8A5836E055000000000001",26-NOV-16 18:22:31,"6304612043455586",02-OCT-16 08.47.36.235000000 AM,"Credit",302.53
2384,"4240019A2E8B5836E055000000000001",26-NOV-16 18:22:31,"6334037873745872",03-OCT-16 09.36.59.650000000 AM,"Authorization with Auto Capture",86.43
2385,"4240019A2E8C5836E055000000000001",26-NOV-16 18:22:31,"6334690481526083",01-NOV-16 08.10.42.440000000 AM,"Authorization with Auto Capture",169.71
2386,"4240019A2E8D5836E055000000000001",26-NOV-16 18:22:31,"463810557707690",12-NOV-16 10.31.18.743000000 AM,"Authorization with Auto Capture",54.34
2387,"4240019A2E8E5836E055000000000001",26-NOV-16 18:22:31,"6264457023385867",11-NOV-16 01.39.06.947000000 AM,"Authorization with Auto Capture",1491.7
2388,"4240019A2E8F5836E055000000000001",26-NOV-16 18:22:31,"30056144853723",15-NOV-16 06.03.04.923000000 PM,"Authorization with Auto Capture",111.56
2389,"4240019A2E905836E055000000000001",26-NOV-16 18:22:31,"6375742467382211",05-NOV-16 08.48.35.560000000 PM,"Authorization with Auto Capture",127.1
2390,"4240019A2E915836E055000000000001",26-NOV-16 18:22:31,"30080499657447",04-NOV-16 06.09.44.684000000 PM,"Authorization with Auto Capture",147.43
2391,"4240019A2E925836E055000000000001",26-NOV-16 18:22:31,"6334594561142741",15-OCT-16 03.04.14.567000000 AM,"Authorization with Auto Capture",160
2392,"4240019A2E935836E055000000000001",26-NOV-16 18:22:31,"218561888",16-NOV-16 12.41.33.690000000 PM,"Authorization with Auto Capture",833.56
2393,"4240019A2E945836E055000000000001",26-NOV-16 18:22:31,"201416182075876",02-OCT-16 02.53.00.259000000 PM,"Authorization with Auto Capture",19.33
2394,"4240019A2E955836E055000000000001",26-NOV-16 18:22:31,"201484837559573",01-NOV-16 09.24.17.785000000 PM,"Authorization with Auto Capture",84.37
2395,"4240019A2E965836E055000000000001",26-NOV-16 18:22:31,"5018893567451684",12-OCT-16 11.37.28.176000000 AM,"Authorization with Auto Capture",79.74
2396,"4240019A2E975836E055000000000001",26-NOV-16 18:22:31,"4903744343564895",01-NOV-16 04.47.23.626000000 PM,"Authorization with Auto Capture",744.91
2397,"4240019A2E985836E055000000000001",26-NOV-16 18:22:31,"4026236358383217",25-OCT-16 09.07.28.941000000 PM,"Authorization with Auto Capture",64.47
2398,"4240019A2E995836E055000000000001",26-NOV-16 18:22:31,"5478182608462477",22-OCT-16 05.49.53.557000000 AM,"Authorization with Auto Capture",84.4
2399,"4240019A2E9A5836E055000000000001",26-NOV-16 18:22:31,"6371278652073281",20-NOV-16 05.29.31.596000000 PM,"Authorization with Auto Capture",95.95
2400,"4240019A2E9B5836E055000000000001",26-NOV-16 18:22:31,"3528183474778084",08-NOV-16 06.54.13.140000000 AM,"Authorization with Auto Capture",160.39
2401,"4240019A2E9C5836E055000000000001",26-NOV-16 18:22:31,"5018946344678515",21-OCT-16 03.17.03.861000000 AM,"Authorization with Auto Capture",15.25
2402,"4240019A2E9D5836E055000000000001",26-NOV-16 18:22:31,"4386959879488381",07-OCT-16 04.25.53.608000000 PM,"Authorization with Auto Capture",28.79
2403,"4240019A2E9E5836E055000000000001",26-NOV-16 18:22:31,"6304371341246329",10-OCT-16 03.17.51.462000000 PM,"Authorization with Auto Capture",47.39
2404,"4240019A2E9F5836E055000000000001",26-NOV-16 18:22:31,"30039474348813",25-OCT-16 10.00.06.468000000 AM,"Authorization with Auto Capture",29.4
2405,"4240019A2EA05836E055000000000001",26-NOV-16 18:22:31,"5018221458203543",14-NOV-16 12.39.52.710000000 PM,"Authorization with Auto Capture",33.97
2406,"4240019A2EA15836E055000000000001",26-NOV-16 18:22:31,"6011073414259643",14-NOV-16 08.01.28.705000000 AM,"Offline Sale",91.45
2407,"4240019A2EA25836E055000000000001",26-NOV-16 18:22:31,"4026954313126138",08-NOV-16 09.42.26.223000000 PM,"Authorization with Auto Capture",154.58
2408,"4240019A2EA35836E055000000000001",26-NOV-16 18:22:31,"30011593846512",02-OCT-16 10.42.14.705000000 AM,"Authorization with Auto Capture",68.7
2409,"4240019A2EA45836E055000000000001",26-NOV-16 18:22:31,"201415627214854",17-OCT-16 11.49.13.477000000 AM,"Prior Authorization Capture",74.73
2410,"4240019A2EA55836E055000000000001",26-NOV-16 18:22:31,"6304540356515880",08-NOV-16 09.46.08.868000000 PM,"Authorization with Auto Capture",576.9
2411,"4240019A2EA65836E055000000000001",26-NOV-16 18:22:31,"6304643286814275",03-OCT-16 08.49.52.789000000 AM,"Credit",68.68
2412,"4240019A2EA75836E055000000000001",26-NOV-16 18:22:31,"6011893661422090",25-NOV-16 02.22.42.570000000 AM,"Authorization with Auto Capture",44.04
2413,"4240019A2EA85836E055000000000001",26-NOV-16 18:22:31,"6011421752213151",02-OCT-16 08.19.56.113000000 AM,"Capture Only",40.29
2414,"4240019A2EA95836E055000000000001",26-NOV-16 18:22:31,"6011254082127764",23-NOV-16 07.58.13.718000000 PM,"Authorization with Auto Capture",2343.71
2415,"4240019A2EAA5836E055000000000001",26-NOV-16 18:22:31,"348020475574981",02-OCT-16 03.25.06.992000000 PM,"Authorization Only",70.28
2416,"4240019A2EAB5836E055000000000001",26-NOV-16 18:22:31,"6334705028041443",22-NOV-16 09.44.49.644000000 AM,"Authorization with Auto Capture",158.47
2417,"4240019A2EAC5836E055000000000001",26-NOV-16 18:22:31,"4026752126317784",09-OCT-16 10.48.58.595000000 AM,"Authorization with Auto Capture",1469.31
2418,"4240019A2EAD5836E055000000000001",26-NOV-16 18:22:31,"4147418789131179",03-NOV-16 05.18.02.230000000 PM,"Authorization with Auto Capture",873.05
2419,"4240019A2EAE5836E055000000000001",26-NOV-16 18:22:31,"5018330536935938",14-NOV-16 07.19.02.890000000 AM,"Offline Sale",15.79
2420,"4240019A2EAF5836E055000000000001",26-NOV-16 18:22:31,"4903452626427719",08-NOV-16 09.50.22.765000000 AM,"Authorization with Auto Capture",24.48
2421,"4240019A2EB05836E055000000000001",26-NOV-16 18:22:31,"6334284720377822",06-NOV-16 05.50.50.727000000 AM,"Authorization with Auto Capture",92.56
2422,"4240019A2EB15836E055000000000001",26-NOV-16 18:22:31,"4026233613211276",15-OCT-16 04.34.28.187000000 PM,"Credit",1109.28
2423,"4240019A2EB25836E055000000000001",26-NOV-16 18:22:31,"5610671255473316",13-NOV-16 03.26.08.463000000 AM,"Offline Sale",132.99
2424,"4240019A2EB35836E055000000000001",26-NOV-16 18:22:31,"3528167608657274",24-NOV-16 05.34.08.536000000 AM,"Authorization with Auto Capture",148.09
2425,"4240019A2EB45836E055000000000001",26-NOV-16 18:22:31,"36348705674577",05-NOV-16 03.14.08.296000000 AM,"Authorization Only",128.7
2426,"4240019A2EB55836E055000000000001",26-NOV-16 18:22:31,"5018571295687104",26-OCT-16 04.40.41.166000000 AM,"Authorization with Auto Capture",121.04
2427,"4240019A2EB65836E055000000000001",26-NOV-16 18:22:31,"201456238151833",23-OCT-16 08.21.41.359000000 PM,"Authorization with Auto Capture",1348.08
2428,"4240019A2EB75836E055000000000001",26-NOV-16 18:22:31,"6304236874376334",05-NOV-16 09.22.32.652000000 PM,"Authorization with Auto Capture",153.82
2429,"4240019A2EB85836E055000000000001",26-NOV-16 18:22:31,"3528787551567696",16-OCT-16 01.39.41.737000000 PM,"Authorization with Auto Capture",45.64
2430,"4240019A2EB95836E055000000000001",26-NOV-16 18:22:31,"5610231402524359",07-NOV-16 10.24.06.710000000 PM,"Authorization with Auto Capture",53.47
2431,"4240019A2EBA5836E055000000000001",26-NOV-16 18:22:31,"5183761306318831",04-NOV-16 08.04.02.275000000 AM,"Authorization with Auto Capture",49.82
2432,"4240019A2EBB5836E055000000000001",26-NOV-16 18:22:31,"5486723110310277",23-NOV-16 09.23.14.861000000 AM,"Authorization with Auto Capture",77.33
2433,"4240019A2EBC5836E055000000000001",26-NOV-16 18:22:31,"36413334179585",05-OCT-16 04.40.13.930000000 PM,"Authorization with Auto Capture",157.92
2434,"4240019A2EBD5836E055000000000001",26-NOV-16 18:22:31,"3528074215356385",19-NOV-16 12.11.45.357000000 PM,"Authorization with Auto Capture",1673.01
2435,"4240019A2EBE5836E055000000000001",26-NOV-16 18:22:31,"201425563307149",11-NOV-16 11.51.39.650000000 AM,"Authorization with Auto Capture",146.19
2436,"4240019A2EBF5836E055000000000001",26-NOV-16 18:22:31,"5018429340877410",11-NOV-16 06.37.09.316000000 PM,"Authorization with Auto Capture",134.77
2437,"4240019A2EC05836E055000000000001",26-NOV-16 18:22:31,"5425445982338250",13-NOV-16 03.09.25.837000000 AM,"Authorization with Auto Capture",1127.34
2438,"4240019A2EC15836E055000000000001",26-NOV-16 18:22:31,"6334062015412755",12-OCT-16 05.10.07.633000000 AM,"Authorization with Auto Capture",46.37
2439,"4240019A2EC25836E055000000000001",26-NOV-16 18:22:31,"30088751502124",11-NOV-16 04.27.20.236000000 PM,"Authorization with Auto Capture",78.59
2440,"4240019A2EC35836E055000000000001",26-NOV-16 18:22:31,"4903747627143237",07-NOV-16 08.32.06.711000000 AM,"Authorization with Auto Capture",83.28
2441,"4240019A2EC45836E055000000000001",26-NOV-16 18:22:31,"5492764620446955",18-NOV-16 03.54.11.519000000 PM,"Authorization with Auto Capture",83.35
2442,"4240019A2EC55836E055000000000001",26-NOV-16 18:22:31,"4872859431512350",25-NOV-16 01.09.51.884000000 AM,"Authorization with Auto Capture",2408.7
2443,"4240019A2EC65836E055000000000001",26-NOV-16 18:22:31,"6373224838085063",19-OCT-16 01.47.13.900000000 AM,"Authorization with Auto Capture",56.3
2444,"4240019A2EC75836E055000000000001",26-NOV-16 18:22:31,"6304833643841415",20-NOV-16 06.10.29.726000000 AM,"Authorization with Auto Capture",52.42
2445,"4240019A2EC85836E055000000000001",26-NOV-16 18:22:31,"201429737571546",23-NOV-16 08.10.09.308000000 PM,"Authorization with Auto Capture",123.27
2446,"4240019A2EC95836E055000000000001",26-NOV-16 18:22:31,"5675548854578",08-OCT-16 05.28.24.798000000 AM,"Authorization with Auto Capture",174.1
2447,"4240019A2ECA5836E055000000000001",26-NOV-16 18:22:31,"4903985374247899",26-OCT-16 04.31.22.597000000 PM,"Authorization with Auto Capture",66.51
2448,"4240019A2ECB5836E055000000000001",26-NOV-16 18:22:31,"6334116517367447",12-OCT-16 09.42.23.686000000 PM,"Authorization with Auto Capture",28.59
2449,"4240019A2ECC5836E055000000000001",26-NOV-16 18:22:31,"6257751590718644",06-OCT-16 02.03.54.186000000 AM,"Authorization with Auto Capture",2241.13
2450,"4240019A2ECD5836E055000000000001",26-NOV-16 18:22:31,"36512892285860",03-OCT-16 07.06.46.733000000 PM,"Capture Only",2283.84
2451,"4240019A2ECE5836E055000000000001",26-NOV-16 18:22:31,"6250738549318949",06-NOV-16 08.18.57.601000000 PM,"Authorization with Auto Capture",133.8
2452,"4240019A2ECF5836E055000000000001",26-NOV-16 18:22:31,"4287910142331439",25-NOV-16 10.49.07.785000000 AM,"Authorization with Auto Capture",125.11
2453,"4240019A2ED05836E055000000000001",26-NOV-16 18:22:31,"6011734460785391",12-NOV-16 03.23.14.660000000 PM,"Authorization with Auto Capture",151.67
2454,"4240019A2ED15836E055000000000001",26-NOV-16 18:22:31,"4903877613056519",18-NOV-16 04.16.07.826000000 AM,"Authorization with Auto Capture",173.04
2455,"4240019A2ED25836E055000000000001",26-NOV-16 18:22:31,"4026523689251519",18-OCT-16 05.39.37.505000000 PM,"Authorization with Auto Capture",125.28
2456,"4240019A2ED35836E055000000000001",26-NOV-16 18:22:31,"3528266728173414",22-OCT-16 03.22.52.118000000 PM,"Authorization with Auto Capture",267.53
2457,"4240019A2ED45836E055000000000001",26-NOV-16 18:22:31,"30093377543629",02-OCT-16 01.33.02.774000000 PM,"Authorization with Auto Capture",48.21
2458,"4240019A2ED55836E055000000000001",26-NOV-16 18:22:31,"5152686773576854",10-OCT-16 04.14.45.630000000 PM,"Void",35.44
2459,"4240019A2ED65836E055000000000001",26-NOV-16 18:22:31,"6334974983733883",18-OCT-16 02.04.16.993000000 AM,"Authorization with Auto Capture",372.79
2460,"4240019A2ED75836E055000000000001",26-NOV-16 18:22:31,"6334327786734490",15-NOV-16 03.34.39.856000000 AM,"Authorization with Auto Capture",139.44
2461,"4240019A2ED85836E055000000000001",26-NOV-16 18:22:31,"5115392281440759",18-NOV-16 03.16.49.278000000 PM,"Offline Sale",1190.79
2462,"4240019A2ED95836E055000000000001",26-NOV-16 18:22:31,"201417895252367",02-OCT-16 05.45.15.790000000 PM,"Authorization with Auto Capture",92
2463,"4240019A2EDA5836E055000000000001",26-NOV-16 18:22:31,"6011527851632920",29-OCT-16 06.28.25.372000000 PM,"Authorization with Auto Capture",52.35
2464,"4240019A2EDB5836E055000000000001",26-NOV-16 18:22:31,"4903503947174360",08-NOV-16 02.40.52.498000000 AM,"Authorization with Auto Capture",115.21
2465,"4240019A2EDC5836E055000000000001",26-NOV-16 18:22:31,"341741109610485",19-OCT-16 02.53.10.676000000 PM,"Authorization Only",444.96
2466,"4240019A2EDD5836E055000000000001",26-NOV-16 18:22:31,"6304356987424604",30-OCT-16 09.26.11.788000000 AM,"Authorization with Auto Capture",160.78
2467,"4240019A2EDE5836E055000000000001",26-NOV-16 18:22:31,"201458985445241",15-OCT-16 01.55.26.132000000 AM,"Authorization with Auto Capture",25.48
2468,"4240019A2EDF5836E055000000000001",26-NOV-16 18:22:31,"6304326076088278",14-OCT-16 05.26.20.406000000 AM,"Authorization with Auto Capture",39.37
2469,"4240019A2EE05836E055000000000001",26-NOV-16 18:22:31,"6242445588451858",23-NOV-16 10.21.36.345000000 AM,"Authorization with Auto Capture",47.4
2470,"4240019A2EE15836E055000000000001",26-NOV-16 18:22:31,"5184316285775156",14-NOV-16 10.57.02.339000000 AM,"Authorization with Auto Capture",811.12
2471,"4240019A2EE25836E055000000000001",26-NOV-16 18:22:31,"5018797233735743",20-NOV-16 09.15.20.666000000 AM,"Prior Authorization Capture",70.83
2472,"4240019A2EE35836E055000000000001",26-NOV-16 18:22:31,"30048366765364",11-OCT-16 12.35.40.945000000 AM,"Authorization with Auto Capture",25.55
2473,"4240019A2EE45836E055000000000001",26-NOV-16 18:22:31,"6011349776154267",19-OCT-16 10.02.02.880000000 AM,"Authorization with Auto Capture",164.42
2474,"4240019A2EE55836E055000000000001",26-NOV-16 18:22:31,"4723436874571269",06-NOV-16 05.53.15.891000000 AM,"Authorization with Auto Capture",1323.5
2475,"4240019A2EE65836E055000000000001",26-NOV-16 18:22:31,"5404803486683468",02-OCT-16 06.18.53.160000000 AM,"Credit",116
2476,"4240019A2EE75836E055000000000001",26-NOV-16 18:22:31,"201481188323835",08-NOV-16 02.06.14.702000000 PM,"Authorization with Auto Capture",61.16
2477,"4240019A2EE85836E055000000000001",26-NOV-16 18:22:31,"36224210821594",24-NOV-16 04.46.03.953000000 AM,"Authorization with Auto Capture",125.81
2478,"4240019A2EE95836E055000000000001",26-NOV-16 18:22:31,"6011895297543581",09-OCT-16 03.45.07.542000000 AM,"Authorization with Auto Capture",87.97
2479,"4240019A2EEA5836E055000000000001",26-NOV-16 18:22:31,"36321607810239",14-OCT-16 10.38.30.247000000 PM,"Authorization with Auto Capture",63.69
2480,"4240019A2EEB5836E055000000000001",26-NOV-16 18:22:31,"5610816338205953",17-NOV-16 02.52.52.517000000 AM,"Authorization with Auto Capture",68.2
2481,"4240019A2EEC5836E055000000000001",26-NOV-16 18:22:31,"5411860851334943",07-NOV-16 07.25.07.600000000 PM,"Authorization with Auto Capture",1109.03
2482,"4240019A2EED5836E055000000000001",26-NOV-16 18:22:31,"3528381281341776",27-OCT-16 09.32.21.904000000 PM,"Authorization Only",77.33
2483,"4240019A2EEE5836E055000000000001",26-NOV-16 18:22:31,"30088301857847",26-OCT-16 09.59.53.510000000 PM,"Authorization with Auto Capture",38.78
2484,"4240019A2EEF5836E055000000000001",26-NOV-16 18:22:31,"5018624723166133",22-NOV-16 06.04.30.883000000 AM,"Authorization with Auto Capture",155.79
2485,"4240019A2EF05836E055000000000001",26-NOV-16 18:22:31,"4903552740405764",04-NOV-16 03.04.46.516000000 PM,"Authorization with Auto Capture",73.76
2486,"4240019A2EF15836E055000000000001",26-NOV-16 18:22:31,"347384813596285",22-NOV-16 03.23.37.415000000 PM,"Authorization with Auto Capture",20.65
2487,"4240019A2EF25836E055000000000001",26-NOV-16 18:22:31,"6304281529587248",29-OCT-16 06.35.25.770000000 PM,"Authorization with Auto Capture",126.9
